ax1,ay1,az1,gx1,gy1,gz1,mx1,my1,mz1,ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2
0.03,-0.91,0.33,-36.29,8.64,0.86,-111.22,34.44,-11.11,-0.03,-0.97,0.32,-29.59,9.99,0.27,-169.30,57.49,22.70
0.03,-0.93,0.32,-31.85,4.71,-2.13,-111.22,34.44,-11.11,-0.01,-0.92,0.31,-37.52,-6.04,0.38,-175.57,37.71,36.40
0.04,-0.91,0.34,-28.83,-1.97,-1.31,-120.02,39.47,37.52,-0.00,-0.99,0.22,-21.74,6.50,-3.80,-175.57,37.71,36.40
0.03,-0.97,0.26,-6.71,1.98,-6.90,-120.02,39.47,37.52,-0.02,-0.94,0.26,1.39,3.65,-7.39,-175.57,37.71,36.40
0.06,-0.91,0.34,2.71,0.92,-6.31,-120.02,39.47,37.52,0.02,-0.92,0.34,-5.23,7.58,-3.13,-175.57,37.71,36.40
0.04,-0.94,0.30,-11.87,-2.46,-2.35,-120.02,39.47,37.52,-0.01,-0.99,0.24,-9.80,2.14,-1.45,-163.03,37.71,33.36
0.08,-0.98,0.27,4.46,-2.44,-4.26,-122.53,29.41,11.58,0.01,-0.98,0.26,24.66,3.14,-9.81,-163.03,37.71,33.36
0.07,-0.96,0.43,24.51,-0.53,-6.97,-122.53,29.41,11.58,0.04,-0.95,0.14,13.60,7.65,0.53,-163.03,37.71,33.36
0.05,-0.94,0.22,-18.04,1.63,0.05,-122.53,29.41,11.58,0.05,-0.91,0.41,10.96,-0.37,-2.80,-179.75,55.69,33.36
0.07,-0.97,0.31,8.79,2.84,2.61,-121.27,37.79,40.76,-0.02,-0.96,0.24,28.36,5.38,-3.63,-179.75,55.69,33.36
0.07,-0.90,0.29,36.88,-0.20,-3.20,-121.27,37.79,40.76,-0.01,-0.90,0.36,33.04,-11.70,-0.67,-179.75,55.69,33.36
0.08,-0.97,0.50,20.39,-3.40,2.98,-121.27,37.79,40.76,-0.02,-1.00,0.32,11.86,7.75,1.71,-169.30,61.09,28.79
0.05,-0.94,0.33,18.26,4.07,-3.89,-116.25,37.79,1.86,0.01,-0.91,0.40,27.21,4.56,-8.35,-169.30,61.09,28.79
0.06,-0.92,0.41,21.74,-3.40,-3.00,-116.25,37.79,1.86,0.01,-0.96,0.42,14.32,-5.59,-2.05,-169.30,61.09,28.79
0.06,-0.95,0.42,11.31,-4.60,-4.75,-116.25,37.79,1.86,0.01,-0.95,0.35,12.38,-1.46,-8.32,-165.12,35.92,25.75
0.08,-0.95,0.39,19.81,-2.63,-10.38,-116.25,37.79,1.86,0.01,-0.94,0.39,28.05,-2.28,-13.35,-165.12,35.92,25.75
0.09,-0.88,0.44,30.67,-3.54,-10.38,-123.79,31.09,14.82,0.00,-0.90,0.39,36.06,-4.94,-13.45,-165.12,35.92,25.75
0.08,-0.87,0.39,38.38,-6.18,-14.74,-123.79,31.09,14.82,0.06,-0.86,0.42,49.03,-5.41,-18.01,-165.12,35.92,25.75
0.10,-0.87,0.46,45.87,-12.32,-14.10,-123.79,31.09,14.82,0.05,-0.86,0.44,54.18,-10.05,-14.37,-154.66,52.10,18.14
0.09,-0.86,0.45,56.76,-13.31,-10.31,-108.70,37.79,14.82,0.06,-0.88,0.41,70.63,-4.22,-20.75,-154.66,52.10,18.14
0.13,-0.84,0.53,79.87,-4.74,-22.42,-108.70,37.79,14.82,0.09,-0.75,0.62,79.42,6.57,-21.10,-154.66,52.10,18.14
0.14,-0.76,0.57,59.12,-8.16,-10.99,-108.70,37.79,14.82,0.08,-0.78,0.55,62.05,-11.82,-8.15,-102.39,53.90,1.39
0.12,-0.77,0.56,63.95,-1.40,-5.76,-73.51,54.55,-4.62,0.09,-0.79,0.52,91.16,-5.06,-11.71,-102.39,53.90,1.39
0.16,-0.76,0.75,105.73,4.23,-18.30,-73.51,54.55,-4.62,0.12,-0.60,0.78,98.46,16.37,-17.10,-102.39,53.90,1.39
0.19,-0.61,0.67,80.50,-14.14,-8.44,-73.51,54.55,-4.62,0.15,-0.68,0.79,69.31,-12.50,-1.63,-60.57,61.09,1.39
0.20,-0.78,0.78,71.72,-14.61,-0.11,-62.19,56.23,-33.80,0.10,-0.71,0.64,56.98,5.14,-11.13,-60.57,61.09,1.39
0.15,-0.61,0.73,77.52,13.12,-2.84,-62.19,56.23,-33.80,0.13,-0.48,0.86,82.55,7.09,-9.45,-60.57,61.09,1.39
0.17,-0.52,0.86,61.56,-1.79,3.18,-62.19,56.23,-33.80,0.11,-0.62,0.87,36.16,-28.19,4.98,-35.48,61.09,-16.87
0.18,-0.63,0.87,56.40,-3.16,0.74,-35.79,64.61,-43.52,0.14,-0.57,0.78,55.10,4.22,-12.46,-35.48,61.09,-16.87
0.21,-0.47,0.86,67.25,8.95,-16.61,-35.79,64.61,-43.52,0.13,-0.41,0.93,60.23,5.66,-9.65,-35.48,61.09,-16.87
0.19,-0.44,0.86,49.41,0.99,-1.60,-35.79,64.61,-43.52,0.13,-0.51,0.90,46.18,-13.01,-1.17,-12.48,59.29,2.92
0.19,-0.45,0.93,46.67,5.69,-2.68,-16.94,62.93,-20.83,0.13,-0.41,0.85,62.16,18.77,-7.26,-12.48,59.29,2.92
0.17,-0.40,0.89,64.39,5.21,-8.60,-16.94,62.93,-20.83,0.12,-0.40,0.94,59.10,5.86,-6.81,-12.48,59.29,2.92
0.16,-0.39,0.94,48.96,7.88,1.33,-16.94,62.93,-20.83,0.13,-0.37,0.89,45.26,7.26,1.06,-12.48,59.29,2.92
0.17,-0.34,0.90,55.18,3.08,-1.23,-16.94,62.93,-20.83,0.12,-0.35,0.94,58.70,-5.61,-5.37,14.70,61.09,-1.65
0.19,-0.33,0.95,58.46,-6.98,-6.06,-3.11,47.85,-11.11,0.14,-0.32,0.97,62.79,2.28,-10.57,14.70,61.09,-1.65
0.18,-0.24,0.98,53.46,1.47,-6.25,-3.11,47.85,-11.11,0.13,-0.22,0.98,48.07,5.34,-5.18,14.70,61.09,-1.65
0.19,-0.22,1.04,43.10,7.29,-1.28,-3.11,47.85,-11.11,0.18,-0.22,1.04,42.59,17.78,-1.89,54.43,48.50,-6.22
0.12,-0.26,0.98,40.82,20.48,2.47,20.77,59.58,-7.87,0.05,-0.16,0.98,31.68,20.66,4.54,54.43,48.50,-6.22
0.14,-0.16,0.97,25.79,16.60,5.14,20.77,59.58,-7.87,0.10,-0.24,1.03,31.17,-1.76,3.52,54.43,48.50,-6.22
0.16,-0.17,1.11,34.74,20.06,2.19,20.77,59.58,-7.87,0.08,-0.14,1.01,39.04,19.49,0.76,58.61,48.50,2.92
0.11,-0.13,1.00,34.70,22.21,5.13,23.29,59.58,-59.73,0.08,-0.13,1.01,25.91,15.05,7.17,58.61,48.50,2.92
0.10,-0.15,1.04,20.32,23.19,7.01,23.29,59.58,-59.73,0.07,-0.17,1.07,12.42,15.33,6.66,58.61,48.50,2.92
0.09,-0.11,1.04,1.50,18.38,8.64,23.29,59.58,-59.73,0.06,-0.12,1.01,8.79,11.86,7.71,81.62,46.70,16.61
0.11,-0.12,1.04,18.64,3.70,4.40,24.54,41.14,-37.04,0.06,-0.15,1.02,24.56,5.76,0.35,81.62,46.70,16.61
0.07,-0.15,1.00,21.66,-2.56,-0.18,24.54,41.14,-37.04,0.05,-0.11,1.06,11.96,-0.63,1.24,81.62,46.70,16.61
0.11,-0.07,1.00,-3.51,-4.99,2.56,24.54,41.14,-37.04,0.11,-0.09,1.04,-3.51,-17.95,2.49,81.62,46.70,16.61
0.15,-0.05,1.06,5.04,-23.80,0.99,24.54,41.14,-37.04,0.12,-0.05,1.01,29.77,-17.51,-2.50,83.71,26.92,2.92
0.14,-0.09,1.03,36.20,-45.56,1.98,25.80,56.23,-1.38,0.04,-0.08,1.08,5.01,-32.94,11.05,83.71,26.92,2.92
0.18,-0.06,0.95,-12.20,-56.53,6.42,25.80,56.23,-1.38,0.19,-0.16,1.03,-18.52,-72.42,3.29,83.71,26.92,2.92
0.29,-0.10,1.11,-0.31,-64.39,0.43,25.80,56.23,-1.38,0.22,-0.05,1.03,14.43,-49.79,-1.43,89.98,53.90,22.70
0.20,-0.08,0.94,15.05,-71.51,5.62,34.60,54.55,-11.11,0.17,-0.11,0.99,-5.05,-74.68,5.04,89.98,53.90,22.70
0.29,-0.11,0.96,-7.55,-76.05,-1.66,34.60,54.55,-11.11,0.25,-0.20,0.96,-7.05,-78.60,-7.21,89.98,53.90,22.70
0.36,-0.08,1.04,-10.64,-70.64,-4.68,34.60,54.55,-11.11,0.33,-0.05,1.01,-13.50,-66.31,0.92,89.98,89.86,13.57
0.34,-0.06,0.87,-18.58,-82.63,5.46,39.63,88.07,40.76,0.28,-0.12,0.83,-19.78,-92.69,0.71,89.98,89.86,13.57
0.41,-0.11,0.84,-11.63,-83.11,-3.93,39.63,88.07,40.76,0.41,-0.13,0.83,-0.13,-93.15,-13.78,89.98,89.86,13.57
0.49,-0.08,0.94,5.76,-78.85,-13.24,39.63,88.07,40.76,0.47,-0.10,0.94,-2.79,-73.55,-7.92,85.80,104.24,47.06
0.53,-0.12,0.89,-11.63,-82.24,-1.48,38.37,123.27,44.00,0.48,-0.14,0.82,-14.56,-84.63,-1.39,85.80,104.24,47.06
0.61,-0.13,0.87,-9.77,-74.39,-5.27,38.37,123.27,44.00,0.54,-0.13,0.81,-3.45,-73.32,-8.44,85.80,104.24,47.06
0.61,-0.10,0.78,-9.74,-71.74,-8.39,38.37,123.27,44.00,0.54,-0.10,0.77,0.50,-82.02,-12.63,81.62,136.61,59.23
0.65,-0.06,0.83,6.28,-79.15,-17.52,27.06,128.30,66.69,0.62,-0.02,0.75,4.21,-70.61,-23.05,81.62,136.61,59.23
0.72,-0.06,0.72,-1.11,-74.71,-20.49,27.06,128.30,66.69,0.65,-0.14,0.66,-15.48,-77.11,-13.05,81.62,136.61,59.23
0.73,-0.08,0.67,-14.40,-63.49,-11.07,27.06,128.30,66.69,0.70,-0.05,0.59,-0.45,-79.75,-15.57,81.62,136.61,59.23
0.78,-0.02,0.64,12.04,-62.45,-23.01,27.06,128.30,66.69,0.75,-0.08,0.72,5.60,-92.35,-20.22,81.62,154.59,74.45
0.74,-0.13,0.82,-17.22,-56.34,-17.31,37.11,145.06,112.07,0.81,-0.05,0.66,0.03,-71.23,-9.47,81.62,154.59,74.45
0.85,-0.02,0.69,-1.37,-77.68,-7.15,37.11,145.06,112.07,0.79,-0.06,0.59,-5.58,-61.71,-7.84,81.62,154.59,74.45
0.86,-0.11,0.64,-18.72,-56.99,-9.35,37.11,145.06,112.07,0.87,-0.15,0.58,-21.26,-57.11,-14.63,83.71,156.39,97.29
0.89,-0.06,0.63,-11.96,-48.55,-20.00,32.09,158.47,144.49,0.84,0.00,0.43,4.81,-56.07,-14.55,83.71,156.39,97.29
0.93,-0.10,0.61,5.46,-49.35,-12.54,32.09,158.47,144.49,0.94,-0.06,0.56,-4.49,-48.78,-8.81,83.71,156.39,97.29
0.94,-0.08,0.63,-18.00,-36.99,-3.87,32.09,158.47,144.49,0.83,-0.03,0.42,-26.03,-19.44,1.14,94.16,183.36,120.12
0.91,-0.05,0.38,-11.70,-26.96,1.72,33.34,173.55,141.24,0.88,-0.13,0.33,-15.00,-49.45,-4.19,94.16,183.36,120.12
0.96,-0.05,0.49,5.28,-38.89,-12.76,33.34,173.55,141.24,0.92,0.01,0.39,13.77,-23.43,-13.00,94.16,183.36,120.12
0.94,0.01,0.44,1.56,-37.82,-7.87,33.34,173.55,141.24,0.92,-0.05,0.38,-5.56,-32.23,0.95,77.43,179.76,129.25
0.97,-0.10,0.43,-12.99,-35.24,1.63,42.14,185.29,202.83,0.98,-0.10,0.38,-11.52,-33.96,-0.02,77.43,179.76,129.25
1.02,-0.03,0.47,-8.82,-31.80,-5.10,42.14,185.29,202.83,0.95,-0.03,0.29,0.08,-10.05,-6.99,77.43,179.76,129.25
0.99,-0.04,0.27,-2.33,-29.45,-2.98,42.14,185.29,202.83,0.97,-0.07,0.33,-7.61,-31.69,2.93,98.34,179.76,132.29
1.02,-0.02,0.37,-6.30,-33.71,3.91,42.14,185.29,202.83,0.97,-0.03,0.32,4.60,-15.02,0.59,98.34,179.76,132.29
1.00,-0.07,0.33,1.21,-25.60,0.27,35.86,166.85,206.07,0.91,-0.08,0.28,-10.60,-15.71,1.34,98.34,179.76,132.29
1.00,-0.08,0.31,-13.34,-11.40,0.04,35.86,166.85,206.07,0.96,-0.03,0.26,-11.34,-8.40,-1.47,98.34,179.76,132.29
1.03,0.01,0.35,-3.48,-3.11,-4.08,35.86,166.85,206.07,0.95,0.01,0.29,-0.08,7.97,-2.29,98.34,186.96,141.43
0.99,-0.05,0.32,-1.37,3.35,1.66,38.37,176.91,219.04,0.94,-0.08,0.31,-8.89,0.53,5.68,98.34,186.96,141.43
1.02,-0.08,0.39,-5.67,14.53,5.08,38.37,176.91,219.04,0.95,-0.10,0.27,2.30,23.34,5.36,98.34,186.96,141.43
1.00,-0.11,0.39,4.65,32.54,7.23,38.37,176.91,219.04,0.91,-0.12,0.36,-3.24,38.20,9.96,92.07,188.75,133.82
0.99,-0.08,0.44,-15.19,50.66,12.25,44.66,168.53,202.83,0.95,-0.04,0.37,-15.53,53.70,12.63,92.07,188.75,133.82
0.99,-0.06,0.42,-5.34,53.19,13.71,44.66,168.53,202.83,0.96,-0.08,0.37,0.43,58.52,13.11,92.07,188.75,133.82
0.96,-0.12,0.47,11.97,57.85,16.47,44.66,168.53,202.83,0.81,-0.10,0.38,9.99,85.37,17.57,92.07,188.75,133.82
0.91,-0.10,0.44,-5.32,83.29,24.58,39.63,168.53,176.90,0.87,-0.08,0.48,-11.37,66.47,27.34,92.07,188.75,133.82
0.95,-0.09,0.65,-10.28,85.00,26.83,39.63,168.53,176.90,0.92,-0.14,0.58,-4.01,86.62,24.79,92.07,188.75,133.82
0.96,-0.16,0.62,-1.91,76.66,17.45,39.63,168.53,176.90,0.78,-0.22,0.51,-0.45,115.13,13.17,85.80,168.97,95.76
0.89,-0.15,0.65,-7.68,106.77,12.57,32.09,151.77,150.97,0.80,-0.02,0.69,-10.20,127.38,22.25,85.80,168.97,95.76
0.83,-0.02,0.71,-16.55,95.45,19.15,32.09,151.77,150.97,0.74,-0.06,0.64,-12.76,110.02,23.45,85.80,168.97,95.76
0.76,-0.09,0.61,-4.87,90.45,23.62,32.09,151.77,150.97,0.57,-0.18,0.58,5.24,88.36,26.53,85.80,168.97,95.76
0.65,-0.18,0.72,4.65,95.48,28.81,20.77,136.68,82.90,0.63,-0.17,0.88,1.30,75.09,25.87,66.98,149.20,60.76
0.68,-0.19,0.87,-7.68,85.49,29.70,20.77,136.68,82.90,0.53,-0.29,0.70,-1.43,86.36,23.81,66.98,149.20,60.76
0.57,-0.23,0.75,17.11,88.84,16.88,20.77,136.68,82.90,0.49,-0.15,0.88,16.39,82.32,16.01,66.98,149.20,60.76
0.56,-0.17,0.90,0.37,105.61,24.14,20.77,136.68,82.90,0.51,-0.21,0.95,-15.76,67.80,23.74,62.80,124.02,36.40
0.49,-0.23,0.96,2.38,74.46,22.97,19.52,111.54,21.31,0.42,-0.29,0.82,0.45,84.37,9.26,62.80,124.02,36.40
0.45,-0.28,0.86,36.19,84.96,6.61,19.52,111.54,21.31,0.35,-0.13,0.94,4.47,93.18,13.84,62.80,124.02,36.40
0.41,-0.11,0.96,-11.84,93.41,29.26,19.52,111.54,21.31,0.42,-0.18,0.95,-33.78,61.49,39.15,60.71,97.05,25.75
0.39,-0.24,0.98,4.65,67.02,29.17,24.54,84.72,-11.11,0.23,-0.41,0.84,30.15,92.00,14.43,60.71,97.05,25.75
0.29,-0.23,0.86,47.36,88.46,7.72,24.54,84.72,-11.11,0.21,-0.15,1.01,55.94,123.73,7.71,60.71,97.05,25.75
0.21,-0.15,1.03,17.34,101.01,11.27,24.54,84.72,-11.11,0.06,-0.10,1.05,4.13,103.01,24.90,64.89,64.68,19.66
0.11,-0.15,0.94,-12.81,68.81,28.27,19.52,67.96,8.34,0.04,-0.22,0.91,3.03,67.91,22.77,64.89,64.68,19.66
0.11,-0.19,0.94,7.58,75.29,15.34,19.52,67.96,8.34,0.02,-0.15,1.06,23.72,73.25,25.01,64.89,64.68,19.66
0.02,-0.14,1.05,-10.52,64.66,27.15,19.52,67.96,8.34,-0.12,-0.25,0.97,-7.03,58.29,25.65,66.98,30.52,-0.13
-0.04,-0.17,1.01,0.49,60.39,16.08,19.52,67.96,8.34,-0.11,-0.14,0.94,9.55,57.56,3.18,66.98,30.52,-0.13
-0.10,-0.19,0.90,35.45,67.34,8.83,25.80,49.52,-33.80,-0.07,-0.12,1.01,-13.73,39.88,10.79,66.98,30.52,-0.13
-0.08,-0.20,0.92,5.94,61.60,16.51,25.80,49.52,-33.80,-0.18,-0.29,0.93,-12.85,44.03,24.47,66.98,30.52,-0.13
-0.11,-0.15,1.05,2.12,73.56,14.99,25.80,49.52,-33.80,-0.12,-0.19,1.03,25.49,67.44,0.85,54.43,-9.04,5.96
-0.12,-0.25,1.06,31.50,80.03,5.10,11.97,10.97,-4.62,-0.29,-0.11,0.99,2.54,75.29,15.27,54.43,-9.04,5.96
-0.20,-0.05,0.89,-22.67,67.38,21.42,11.97,10.97,-4.62,-0.19,-0.16,0.95,-15.25,49.30,8.76,54.43,-9.04,5.96
-0.23,-0.22,1.08,-0.43,84.37,10.54,11.97,10.97,-4.62,-0.36,-0.18,0.97,-12.73,79.57,4.72,77.43,-21.62,7.48
-0.36,-0.10,0.77,10.54,77.24,4.37,29.57,-12.49,-11.11,-0.42,-0.23,0.80,5.78,62.94,7.00,77.43,-21.62,7.48
-0.32,-0.10,0.94,-9.07,100.08,8.86,29.57,-12.49,-11.11,-0.35,-0.09,0.98,34.64,93.18,-8.75,77.43,-21.62,7.48
-0.43,-0.05,0.79,15.21,77.33,-2.47,29.57,-12.49,-11.11,-0.53,-0.11,0.71,-8.66,56.98,11.65,71.16,-37.81,21.18
-0.51,-0.04,0.59,23.86,83.41,2.33,35.86,-51.04,44.00,-0.48,-0.25,0.89,35.47,60.48,-4.28,71.16,-37.81,21.18
-0.46,-0.13,0.92,-9.30,79.70,-8.47,35.86,-51.04,44.00,-0.53,-0.12,0.85,9.33,64.36,3.91,71.16,-37.81,21.18
-0.63,-0.11,0.68,28.14,60.49,-13.63,35.86,-51.04,44.00,-0.62,-0.19,0.74,5.00,25.21,1.40,81.62,-75.57,28.79
-0.56,-0.08,0.66,31.97,88.57,-11.05,40.89,-84.56,37.52,-0.43,-0.11,0.91,22.76,41.17,-6.36,81.62,-75.57,28.79
-0.63,-0.09,0.71,5.54,62.78,0.55,40.89,-84.56,37.52,-0.61,-0.10,0.78,0.77,35.71,2.63,81.62,-75.57,28.79
-0.68,-0.09,0.66,2.46,53.58,-0.46,40.89,-84.56,37.52,-0.59,-0.13,0.75,13.79,27.58,2.69,81.62,-75.57,28.79
-0.63,-0.04,0.72,18.88,37.66,4.09,44.66,-103.00,73.17,-0.60,-0.10,0.86,12.29,39.79,9.26,79.52,-70.17,21.18
-0.72,-0.12,0.56,-6.52,36.50,10.14,44.66,-103.00,73.17,-0.73,-0.16,0.69,6.03,26.58,5.42,79.52,-70.17,21.18
-0.74,-0.06,0.61,7.39,42.61,-0.84,44.66,-103.00,73.17,-0.58,0.02,0.79,17.78,37.34,3.12,79.52,-70.17,21.18
-0.73,-0.09,0.58,5.78,22.37,13.87,44.66,-103.00,73.17,-0.70,-0.10,0.73,-6.31,25.53,24.48,83.71,-109.73,42.49
-0.76,-0.08,0.49,-12.66,9.92,18.10,33.34,-94.62,102.35,-0.76,-0.12,0.59,13.44,14.57,7.90,83.71,-109.73,42.49
-0.73,-0.02,0.46,3.34,10.50,2.78,33.34,-94.62,102.35,-0.67,0.05,0.68,28.30,-3.85,-2.12,83.71,-109.73,42.49
-0.72,-0.04,0.50,16.21,-29.77,7.14,33.34,-94.62,102.35,-0.74,-0.03,0.67,-4.72,-34.41,20.25,85.80,-89.95,37.92
-0.70,0.02,0.48,-9.32,-18.16,10.31,45.91,-104.67,89.38,-0.57,-0.05,0.65,32.76,-47.55,-7.06,85.80,-89.95,37.92
-0.61,-0.02,0.59,33.71,-42.89,4.54,45.91,-104.67,89.38,-0.54,0.00,0.86,17.42,-47.81,15.58,85.80,-89.95,37.92
-0.66,-0.08,0.61,-18.96,-61.49,28.47,45.91,-104.67,89.38,-0.71,-0.06,0.66,-8.95,-59.41,33.84,100.43,-77.36,30.31
-0.60,0.09,0.60,8.26,-84.32,6.49,58.48,-81.21,18.07,-0.52,-0.00,0.78,41.33,-62.61,-14.81,100.43,-77.36,30.31
-0.56,-0.05,0.75,25.99,-72.89,-0.08,58.48,-81.21,18.07,-0.40,0.03,0.93,-8.14,-66.48,26.58,100.43,-77.36,30.31
-0.54,0.13,0.75,-29.82,-95.08,29.26,58.48,-81.21,18.07,-0.62,-0.06,0.77,-7.00,-74.36,13.99,98.34,-50.39,28.79
-0.51,-0.03,0.78,7.10,-83.21,0.26,48.43,-71.15,24.55,-0.39,-0.04,0.95,16.10,-68.53,-6.10,98.34,-50.39,28.79
-0.47,-0.03,0.87,5.19,-80.34,5.48,48.43,-71.15,24.55,-0.38,0.09,0.96,-6.74,-71.49,7.04,98.34,-50.39,28.79
-0.44,-0.00,0.92,-11.40,-88.97,10.80,48.43,-71.15,24.55,-0.47,-0.07,0.83,-10.48,-66.67,7.62,98.34,-50.39,28.79
-0.38,-0.00,0.92,11.34,-71.87,-6.42,48.43,-71.15,24.55,-0.28,0.03,1.03,9.44,-59.33,-2.23,104.62,-30.61,33.36
-0.32,0.03,0.90,-9.11,-83.60,5.55,45.91,-24.22,-46.76,-0.31,0.05,0.99,-15.13,-73.59,11.61,104.62,-30.61,33.36
-0.32,-0.03,0.95,-15.89,-76.52,6.23,45.91,-24.22,-46.76,-0.28,-0.03,0.94,-1.50,-72.63,-4.81,104.62,-30.61,33.36
-0.24,-0.00,1.00,14.02,-72.81,-12.05,45.91,-24.22,-46.76,-0.20,0.03,1.01,17.24,-56.75,-11.99,89.98,-7.24,16.61
-0.19,0.03,0.94,-0.01,-56.54,1.05,44.66,-12.49,-30.56,-0.17,0.03,0.98,-5.40,-57.60,4.61,89.98,-7.24,16.61
-0.15,0.00,1.00,-1.66,-54.24,0.94,44.66,-12.49,-30.56,-0.15,-0.01,1.01,4.27,-58.71,1.51,89.98,-7.24,16.61
-0.14,-0.01,1.00,8.06,-49.77,-0.40,44.66,-12.49,-30.56,-0.09,-0.02,1.01,15.84,-48.51,-3.03,89.98,-7.24,16.61
-0.08,0.05,1.01,7.83,-46.17,2.69,40.89,12.65,-20.83,-0.04,0.09,1.01,7.55,-41.28,3.32,89.98,-7.24,16.61
-0.08,0.04,0.98,6.60,-44.20,3.49,40.89,12.65,-20.83,-0.08,0.00,0.92,10.58,-36.22,-2.01,89.98,-7.24,16.61
-0.06,0.02,0.96,16.12,-31.88,-3.73,40.89,12.65,-20.83,-0.01,0.08,0.97,10.63,-33.09,1.17,104.62,41.31,21.18
-0.01,0.12,0.95,12.63,-35.27,3.61,42.14,34.44,-56.49,-0.02,0.06,0.98,17.96,-38.89,3.19,104.62,41.31,21.18
-0.02,0.03,1.01,15.89,-51.67,1.97,42.14,34.44,-56.49,0.08,0.09,1.01,23.00,-28.54,1.18,104.62,41.31,21.18
0.07,0.10,1.03,15.70,-44.20,1.87,42.14,34.44,-56.49,0.05,0.15,1.00,18.48,-19.01,2.29,104.62,41.31,21.18
0.09,0.11,1.02,21.07,-22.34,3.36,42.14,34.44,-56.49,0.06,0.05,1.03,16.42,-21.44,4.10,123.43,46.70,13.57
0.06,0.04,0.98,11.31,-26.02,6.26,47.17,51.20,-62.97,0.08,0.11,0.95,19.61,-19.62,1.98,123.43,46.70,13.57
0.12,0.11,1.03,27.51,-13.91,0.24,47.17,51.20,-62.97,0.14,0.14,1.07,18.45,-13.61,1.86,123.43,46.70,13.57
0.11,0.07,1.00,2.33,-13.02,9.03,47.17,51.20,-62.97,0.07,0.05,0.93,-1.01,-13.34,7.85,127.62,61.09,16.61
0.10,0.10,0.99,17.27,-5.26,-0.50,52.20,57.90,-30.56,0.14,0.16,0.99,27.96,-10.51,-5.17,127.62,61.09,16.61
0.15,0.15,1.00,20.85,-6.65,2.90,52.20,57.90,-30.56,0.17,0.15,1.04,7.92,-16.06,5.39,127.62,61.09,16.61
0.11,0.08,1.05,-3.61,-8.98,9.17,52.20,57.90,-30.56,0.12,0.12,0.99,-3.95,-9.38,10.11,123.43,61.09,10.53
0.16,0.18,1.05,11.54,-0.74,1.55,55.97,62.93,-27.32,0.19,0.19,1.02,22.25,2.72,-6.27,123.43,61.09,10.53
0.13,0.14,1.01,17.97,0.03,0.55,55.97,62.93,-27.32,0.17,0.23,1.00,-7.02,-8.48,15.64,123.43,61.09,10.53
0.17,0.19,1.01,-7.51,-6.28,13.95,55.97,62.93,-27.32,0.10,0.12,0.91,12.88,-0.90,2.88,133.89,73.68,9.00
0.12,0.17,0.95,19.78,7.03,1.59,59.74,54.55,-24.07,0.21,0.20,1.04,14.61,-2.28,2.92,133.89,73.68,9.00
0.16,0.19,1.04,4.46,3.35,9.42,59.74,54.55,-24.07,0.13,0.19,0.96,4.94,3.31,9.40,133.89,73.68,9.00
0.11,0.19,0.95,13.73,7.07,3.31,59.74,54.55,-24.07,0.14,0.19,0.99,18.50,-1.09,-0.77,133.89,73.68,9.00
0.12,0.17,1.02,9.41,12.20,5.49,59.74,54.55,-24.07,0.16,0.20,1.04,-6.47,2.99,15.79,138.07,70.08,30.31
0.15,0.20,1.04,-5.13,9.77,10.76,61.00,72.99,-27.32,0.15,0.17,0.99,11.80,5.79,-1.40,138.07,70.08,30.31
0.06,0.15,1.05,16.26,10.24,-1.27,61.00,72.99,-27.32,0.17,0.15,0.88,-16.75,6.75,9.86,138.07,70.08,30.31
0.10,0.17,1.02,-17.56,13.89,8.80,61.00,72.99,-27.32,0.16,0.16,1.00,-13.67,12.15,4.26,127.62,68.28,22.70
0.09,0.17,0.98,-5.23,9.53,1.92,66.03,59.58,-7.87,0.11,0.17,0.97,-10.90,9.64,1.71,127.62,68.28,22.70
0.07,0.14,0.95,-14.79,13.37,2.81,66.03,59.58,-7.87,0.11,0.17,0.96,-16.78,2.99,6.65,127.62,68.28,22.70
0.11,0.14,0.99,-19.22,5.33,2.23,66.03,59.58,-7.87,0.11,0.15,0.97,-19.32,5.97,1.73,133.89,44.91,9.00
0.08,0.14,0.97,-20.29,5.48,-2.05,57.23,54.55,-17.59,0.08,0.14,0.97,-23.57,5.49,1.11,133.89,44.91,9.00
0.05,0.12,1.00,-25.12,4.93,1.10,57.23,54.55,-17.59,0.12,0.11,0.99,-23.87,8.13,6.16,133.89,44.91,9.00
0.08,0.10,1.03,-19.66,8.61,2.27,57.23,54.55,-17.59,0.10,0.10,1.01,-18.47,11.05,1.26,117.16,66.48,-0.13
0.06,0.09,0.98,-17.75,4.45,-2.30,59.74,64.61,-50.01,0.08,0.06,0.99,-21.62,0.15,1.56,117.16,66.48,-0.13
0.08,0.06,1.04,-23.20,10.38,2.12,59.74,64.61,-50.01,0.12,0.06,1.01,-19.47,9.22,0.75,117.16,66.48,-0.13
0.05,0.06,1.05,-10.14,11.12,-1.64,59.74,64.61,-50.01,0.07,0.04,1.03,-9.90,23.63,-0.65,129.71,59.29,2.92
0.07,0.06,1.01,-10.73,12.71,-4.93,49.68,64.61,-50.01,0.06,0.02,0.99,-8.06,10.39,-5.71,129.71,59.29,2.92
0.01,0.01,0.97,-11.17,12.21,-5.71,49.68,64.61,-50.01,0.04,0.02,1.01,-12.37,10.73,-3.39,129.71,59.29,2.92
